shareHolderCode,shareHolderName,stocks,avg_1_Week_Return,avg_1_Month_Return,avg_3_Month_Return,avg_6_Month_Return,avg_1_Year_Return,count_1_Week_Return,count_1_Month_Return,count_3_Month_Return,count_6_Month_Return,count_1_Year_Return
19321,شخص حقیقی,غبهار,0.016008886932080506,0.1949467448525074,0.5502921753558039,0.31464811112662616,,18,18,18,18,0
50192,bfmصندوق سرمایه گذاری.ا.ب.سینابهگزین,غبهار,-0.0184707318547109,-0.019803234769911367,0.3885171350974657,0.10231599528212654,-0.028474635372745295,21,21,21,21,21
51674,شرکت کشت وصنعت شهداب ناب خراسان-سهامی عام-,غبهار,0.02472294037476681,0.008270535357776821,0.14654953680673816,0.07785916308941612,0.3076633848918863,5,5,5,4,4
60500,bfmصندوق سرمایه گذاری.ا.بازارگردانی معیار,غبهار,0.007160530473965116,0.050623793422029294,0.2481689723735354,0.5145344093774226,0.35621469904167247,49,49,45,45,35
71214,شخص حقیقی,غبهار,0.039396748588585016,0.07029582419562644,0.010078997648138873,-0.16907153932683788,,18,18,18,18,0
71448,شخص حقیقی,غبهار,-0.033421322620572784,-0.07244380020792775,-0.14493529353292028,-0.26621588216807746,,7,7,6,4,0
71450,شخص حقیقی,غبهار,-0.008119089250915016,-0.033976197004022324,-0.15202720675828604,,,6,6,4,3,0
71455,شخص حقیقی,غبهار,-0.01807712955340714,-0.042176304164313304,-0.1934902587834444,-0.25461978711525596,,6,6,4,4,0
71456,شخص حقیقی,غبهار,-0.0020637411905260077,-0.03190333679301952,-0.071025126284724,,,7,7,6,3,0
78046,شخص حقیقی,غبهار,,,,,,3,3,3,3,0
78284,شخص حقیقی,غبهار,0.02095582440346207,0.11017057219768817,0.028450025625577982,-0.14585131227540565,,9,9,9,9,0
362,شرکت تولیدی موتورگیربکس واکسل سایپا-سهامی خاص,خلیبل,-0.003579809495367609,-0.06744584758500974,-0.10132245353864519,15.412232272069897,12.917665276210078,21,21,21,21,21
42238,bfmصندوق.س.ا.بازارگردانی امیدلوتوس پارسیان,خلیبل,-0.019250682029583487,0.019104061993381372,0.13778854447973632,0.3104980869625225,0.07550943241999486,50,50,50,50,42
69557,شرکت گروه مالی دانایان-سهامی عام-,ودانا,,,,,,3,3,3,3,3
77034,bfmصندوق سرمایه گذاری.ا.بازارگردانی دانایان,ودانا,-0.00654114353651938,0.067573151315297,0.08195512199053602,0.6978795974152239,0.8266040043358646,41,36,32,13,7
77039,bfmصندوق سرمایه گذاری.ا.بازارگردانی دانایان,ودانا,-0.011978827909895856,0.017907282281508383,0.12669726007010132,0.7451554273413508,0.8338944164542015,48,44,39,16,5
7591,شرکت سرمایه گذاری تامین آتیه مسکن -سهامی خاص -,دهدشت,,,,,,3,0,0,0,0
22175,شرکت صنایع پتروشیمی خلیج فارس -سهامی عام -,دهدشت,,,,,,1,1,0,0,0
48464,شخص حقیقی,دهدشت,0.03677152935252802,0.2488392077150637,0.5470938007792804,1.0835985501223802,0.9677758085721168,15,15,15,15,10
60391,bfmصندوق سرمایه گذاری.ا.ب.خلیج فارس,دهدشت,,,,,,2,2,2,2,2
50314,bfmصندوق سرمایه گذاری.ا.ب.آرمان اندیش,قتربت,0.00032408318862274575,0.030181580176642773,0.07876490183463979,0.17127249919498155,0.3251307498801445,233,233,233,192,90
50764,آستان قدس رضوی-معاف ازمالیات-,قتربت,,,,,,1,1,1,1,1
77497,bfmصندوق سرمایه گذاری.ا.بازارگردانی فخررضوی,قتربت,-0.01138592988039703,-0.009366532062068056,,,,9,9,0,0,0
77501,bfmصندوق سرمایه گذاری.ا.بازارگردانی فخررضوی,قتربت,0.010923686669235688,,,,,5,3,0,0,0
77502,bfmصندوق سرمایه گذاری.ا.بازارگردانی فخررضوی,قتربت,,,,,,1,1,0,0,0
79094,سازمان آستان قدس رضوی,قتربت,0.010420420538067621,,,,,5,2,1,0,0
79096,سازمان آستان قدس رضوی,قتربت,,,,,,2,1,1,0,0
21630,شرکت گروه توسعه مالی مهرآیندگان-سهامی عام-,بمپنا,-0.07472474816337299,-0.28442343807600884,-0.11044448646005772,-0.2187790786133846,-0.28738120832998676,12,12,12,12,12
41865,صندوق سرمایه گذاری بادرآمدثابت کاردان,بمپنا,,,,,,2,2,2,2,2
328,شرکت تعاونی خاص کارکنان ایران خودرو,دشیمی,0.04388535338541961,0.0802035566985916,0.10711664671838005,-0.2819217536076697,-0.5584712018304997,51,51,51,51,51
771,موسسه صندوق بیمه اجتماعی روستائیان وعشایر,دشیمی,,,,,,3,3,3,3,3
1020,شرکت بیمه معلم-سهامی عام-,دشیمی,0.020489054196360094,0.2111316280272016,0.18346328184005195,0.346483248878663,-0.37361145744646124,42,42,42,42,42
1362,شخص حقیقی,دشیمی,,,,,,1,1,1,1,0
7666,شرکت سرمایه گذاری سایه گسترسرمایه-سهامی خاص-,دشیمی,-0.03529735024007832,-0.09347455858755974,-0.18896699919790177,-0.019559945065161684,-0.43762328919649784,13,13,13,13,13
21964,شخص حقیقی,دشیمی,0.10810839025956395,0.010740764986159257,0.4530148447300933,0.4622254532842951,0.500656752269705,5,5,5,5,4
48269,شرکت سرمایه گذاری داروئی تامین-سهامی عام-,دشیمی,,,,,,1,1,1,1,1
50909,bfmصندوق.س.ا.ب.صباگسترنفت وگازتامین,دشیمی,-0.0010238100829106968,0.03571053736062768,0.16072729985723533,0.10259065663723928,0.05905464580018732,48,48,48,48,48
78536,سبد شخص حقیقی,دشیمی,,,,,,1,1,1,1,0
50764,آستان قدس رضوی-معاف ازمالیات-,نخریس,,,,,,1,1,1,1,0
77497,bfmصندوق سرمایه گذاری .ا.بازارگردانی فخررضوی,نخریس,-0.07484046403443237,,,,,4,0,0,0,0
77501,bfmصندوق سرمایه گذاری.ا.بازارگردانی فخررضوی,نخریس,-0.0469094769428382,,,,,4,0,0,0,0
77502,bfmصندوق سرمایه گذاری.ا.بازارگردانی فخررضوی,نخریس,,,,,,2,1,0,0,0
79094,سازمان آستان قدس رضوی,نخریس,-0.035884715515829765,,,,,5,1,1,0,0
79096,سازمان آستان قدس رضوی,نخریس,,,,,,1,0,0,0,0
42917,شرکت سرزمین پهناورمهر-سهامی خاص-,وپویا,-0.019483640926195922,-0.08069094760400318,-0.03986751486736611,-0.16006036739644852,0.1319565255711175,76,75,75,75,27
44244,شرکت ایران وشرق-سهامی خاص-,وپویا,0.03549092974971097,-0.01639681789872218,0.009582939422176556,-0.1366199339353692,,17,16,16,16,2
46036,bfmصندوق سرمایه گذاری.ا.ب.تدبیرگران فردا,وپویا,-0.019007989473326034,-0.05400927241314459,-0.12011579634267963,-0.27365965241932644,-0.35628232624990913,275,274,272,262,233
62523,شرکت گروه سرمایه گذاری تدبیر-سهامی خاص-,وپویا,-0.021182863089405538,-0.07493966230971813,-0.26603521805580654,-0.3994859027991288,-0.5966980801929547,71,71,71,71,71
70677,شرکت گروه سرمایه گذاری تدبیر-سهامی عام-,وپویا,-0.021050907054044228,-0.11168479098226748,-0.21103752503549195,-0.2230086714037915,-0.014032268173960924,16,16,16,16,7
299,شرکت بیمه ملت-سهامی عام-,دتماد,-0.0011745838949590581,0.10284022547064861,0.5092604236211988,-0.01008354681914852,-0.025518335631676624,33,33,33,33,33
44580,شرکت سهامی بیمه ایران-سهامی خاص-,دتماد,-0.0508639616119021,-0.160780057661993,-0.14662901982656118,-0.24018107486555018,,6,6,6,6,0
48269,شرکت سرمایه گذاری داروئی تامین-سهامی عام-,دتماد,,,,,,1,1,1,1,1
50909,bfmصندوق.س.ا.ب.صباگسترنفت وگازتامین,دتماد,-0.011234761393303002,-0.06752496788807938,-0.05539390814371629,0.039988333182875285,-0.1059644880277227,9,9,9,9,9
60719,صندوق سرمایه گذاری یاقوت آگاه,دتماد,,,,,,3,3,3,3,3
79321,صندوق سرمایه گذاری سهامی اهرمی موج فیروز,دتماد,,,,,,1,0,0,0,0
79323,صندوق سرمایه گذاری سهامی اهرمی موج فیروز,دتماد,,,,,,1,0,0,0,0
42013,شرکت گروه مالی توسعه تعاون-سهامی خاص-,حفارس,,,,,,3,3,3,3,3
48025,شرکت گروه توسعه مالی واقتصادی سامان-سهامی خاص-,حفارس,,,,,,1,1,1,1,1
48396,شرکت.ت ایثارگری خ.ح ونقل.گ وا.ک.ایده آل شهرآرا,حفارس,-0.0049199388278344585,-0.032897781518958634,0.1362689447841598,0.3727982999082177,0.6903570912905088,134,134,129,129,120
48509,شرکت آروین تجارت ثمین-سهامی خاص-,حفارس,0.005198863130807355,-0.15037243572344092,-0.577199773422929,-0.8473641277290707,,21,20,18,14,0
50525,صندوق سرمایه گذاری اندیشه ورزان صباتامین,حفارس,,,,,,1,1,1,1,1
50924,شخص حقیقی,حفارس,,,,,,3,3,3,3,3
51402,bfmصندوق سرمایه گذاری.ا.ب.اکسیرسودا,حفارس,-0.0029807508858262473,-0.0558243996640928,-0.06939780090580963,0.4606048783404892,1.3805026945653047,22,22,22,22,22
60896,شرکت سرمایه گذاری پرتوتابان معادن وفلزات-س.خ-,حفارس,-0.0021035009750781236,0.12966207531664647,0.041970059358986234,0.12648066749712547,-0.591760385037604,8,8,8,8,6
69428,شخص حقیقی,حفارس,-0.03567589411401087,-0.10333876241996581,-0.14484889794211778,-0.8939237722429105,,4,4,4,4,1
70085,شرکت پویندگان سرمایه سپاهان-سهامی عام-,حفارس,0.06770723700120071,0.002072250505629336,-0.2236449644904269,,,5,5,5,0,0
70365,شخص حقیقی,حفارس,0.022728637135866488,0.13572825737716307,0.571649087760223,1.3432183802799234,2.5826612007608305,26,25,25,24,23
70739,prxسبد-شرک15835--شرک42970-شرکت.ت ایثارگری,حفارس,0.031694866955423506,0.11287920789612456,0.3162670969497038,0.49731059842092235,0.800818646519664,24,24,24,24,24
71287,شخص حقیقی,حفارس,,,,,,2,2,2,2,2
71308,شخص حقیقی,حفارس,0.08374883953196288,0.10689809475876322,0.3463302011274328,0.5762890928021538,0.2242933566675856,4,4,4,4,4
71318,شخص حقیقی,حفارس,,,,,,2,2,2,2,2
71319,شرکت مسیرسبزفرادیس-سهامی خاص-,حفارس,0.07724959110653203,0.11731954797569615,0.14345686369970054,0.1630458864836691,-0.8177258771053337,5,5,5,5,5
71335,شرکت مسیرسبزفرادیس-سهامی خاص-,حفارس,0.02694724775371579,0.0792353439925294,0.038766868003240584,-0.6015460751961484,,4,4,4,4,3
71341,شرکت مسیرسبزفرادیس-سهامی خاص-,حفارس,,,,,,3,3,3,3,3
77370,prxسبد-شرک72346--شرک63180-,حفارس,,,,,,2,2,2,2,2
77756,prxسبد-شرک72346--شرک42970-,حفارس,-0.03524592015914829,-0.16152534199229054,-0.1847411592697293,-0.8971158161907576,-0.8904748441116251,6,6,6,6,6
77798,prxسبد-شرک58163--شرک50463-,حفارس,0.06299501305450245,-0.1403692112380739,-0.8996958985321302,-0.8346069001689733,,8,8,8,8,0
77822,prxسبد-شرک72346--شرک42970-,حفارس,,,,,,2,2,2,2,1
77832,prxسبد-شرک72346--شرک42970-,حفارس,,,,,,1,1,1,1,1
77860,prxسبد-شرک68910--شرک42970-,حفارس,,,,,,2,2,2,2,1
77861,prxسبد-شرک68910--شرک42970-,حفارس,-0.05345658758468344,-0.17183587719764598,-0.23034002338228193,-0.8885863891308168,,4,4,4,4,1
77958,prxسبد-شرک68910--شرک42970-,حفارس,,,,,,1,1,1,1,0
78242,prxسبد-شرک58163--شرک50463-,حفارس,,,,,,1,1,1,1,0
78407,prxسبد-شرک72502--شرک42970-,حفارس,,,,,,1,1,1,1,0
78411,prxسبد-شرک72502--شرک42970-,حفارس,,,,,,1,1,1,1,0
78412,prxسبد-شرک72502--شرک42970-,حفارس,,,,,,1,1,1,1,0
78719,prxسبد-شرک71191--شرک42970-,حفارس,,,,,,1,1,1,1,0
78720,prxسبد-شرک71191--شرک42970-,حفارس,,,,,,1,1,1,1,0
78753,prxسبد-شرک71191--شرک42970-,حفارس,,,,,,1,1,1,1,0
78950,prxسبد-شرک68910--شرک50463-,حفارس,0.05717303291673992,0.4906497535645132,0.5118784104911107,,,6,6,6,0,0
78952,prxسبد-شرک68910--شرک50463-,حفارس,,,,,,3,3,3,0,0
79558,موسسه حامی اندیشه گستربرنا,حفارس,,,,,,2,2,0,0,0
465,شرکت سرمایه گذاری خوارزمی-سهامی عام-,کاسپین,-0.06348231443442581,0.09514902768401101,0.32905632895790393,-0.3764150877746942,-0.3588381450970242,6,6,6,6,6
771,موسسه صندوق بیمه اجتماعی روستائیان وعشایر,کاسپین,,,,,,3,3,3,3,3
21538,شرکت سرمایه گذاری وخدمات مدیریت صندوق بازنشستگ,کاسپین,,,,,,1,1,1,1,1
21614,شرکت بیمه مرکزی جمهوری اسلامی ایران,کاسپین,0.046364938052724014,0.09847368840818116,0.2037759815369142,-0.055377422561274946,-0.3666296040971909,14,14,14,14,13
33928,صندوق سرمایه گذاری مشترک پیشرو,کاسپین,,,,,,2,2,2,2,1
48269,شرکت سرمایه گذاری داروئی تامین-سهامی عام-,کاسپین,,,,,,1,1,1,1,1
50909,bfmصندوق.س.ا.ب.صباگسترنفت وگازتامین,کاسپین,0.002910563046414158,0.08042072809496173,0.021439980055136972,0.28686389754076436,0.11510446469663953,11,11,11,11,11
70169,prxسبد-شرک10999--شرک05487-,کاسپین,,,,,,1,1,1,1,0
77191,prxسبد-شرک52646--شرک01786-,کاسپین,,,,,,1,1,1,1,1
77600,صندوق سرمایه گذاری تضمین اصل سرمایه کاریزما,کاسپین,,,,,,1,1,1,1,0
77603,صندوق سرمایه گذاری تضمین اصل سرمایه کاریزما,کاسپین,,,,,,1,1,1,1,0
527,شرکت سرمایه گذاری ملی ایران-سهامی عام-,قشرین,0.09856349963452549,-0.06598496392746678,-0.0708183117145913,0.12892781776660023,,6,6,6,6,3
21747,شخص حقیقی,قشرین,,,,,,3,3,3,2,2
22713,سازمان بهزیستی کشور,قشرین,,,,,,1,1,1,1,1
46966,bfmصندوق.س.ا.بازارگردانی سهم آشنایکم,قشرین,-0.02671839707972633,-0.17469999952362295,-0.27585114309378284,-0.3507848164683616,-0.42977122363233194,42,42,42,42,42
51042,شخص حقیقی,قشرین,,,,,,1,1,1,1,1
51079,fin stichingdepositaryamtelonforsatfund,قشرین,0.018727194336302228,-0.13971068611666154,-0.3535112474562766,-0.30642966446290065,-0.05325945732125804,13,13,13,13,13
51119,شرکت بین المللی پارس تجارت منطقه آزادچابهار-س خ,قشرین,0.036834083786684096,-0.028845352838047917,-0.15995467514684644,-0.193286883301649,-0.025197612254126416,29,27,27,24,14
51277,شخص حقیقی,قشرین,,,,,,1,1,1,1,1
51281,شخص حقیقی,قشرین,,,,,,1,1,1,1,1
51369,شخص حقیقی,قشرین,,,,,,1,1,1,1,1
51892,شخص حقیقی,قشرین,,,,,,3,3,3,3,3
62682,شرکت گروه هتلهای بین المللی ماهان-سهامی خاص-,قشرین,0.034568143707446285,0.013353616325236212,,,,7,4,3,3,1
62710,شرکت کارآفرینان ره پویان ایرانیان-سهامی خاص-,قشرین,,,,,,1,1,1,1,1
69853,شرکت رادیس-سهامی خاص-,قشرین,,,,,,1,1,1,1,1
76867,شرکت ساختمان برج هزارکرمان-سهامی خاص-,قشرین,,,,,,3,3,3,3,0
76872,شرکت ساختمان برج هزارکرمان-سهامی خاص-,قشرین,,,,,,3,3,3,3,1
76873,شخص حقیقی,قشرین,,,,,,3,3,3,3,1
76874,شخص حقیقی,قشرین,,,,,,1,1,1,1,1
76875,شخص حقیقی,قشرین,,,,,,1,1,1,1,1
76876,شخص حقیقی,قشرین,,,,,,1,1,1,1,1
76877,شخص حقیقی,قشرین,,,,,,1,1,1,1,1
76878,شخص حقیقی,قشرین,,,,,,1,1,1,1,1
76879,شخص حقیقی,قشرین,,,,,,1,1,1,1,1
77162,شرکت تولیدی حسنانوبامسئولیت محدود,قشرین,0.019754674849159746,0.04863369035992556,0.11882428464633268,0.20140177724073888,0.4183415894308514,39,38,35,33,15
77167,شرکت تولیدی حسنانوبامسئولیت محدود,قشرین,0.05182870598792451,0.05800792066832994,0.164026420362391,0.13269649491961352,0.38525424076409626,23,22,21,20,8
77168,شرکت تولیدی حسنانوبامسئولیت محدود,قشرین,0.015458993632848951,0.07086934432171493,0.10712656215764992,0.12137829838703448,0.35813783815793127,32,32,30,28,12
77178,سبد شخص حقیقی,قشرین,,,,,,1,1,1,1,1
77368,شخص حقیقی,قشرین,0.04037829336856724,0.05486505686193547,0.33346746268490235,0.4593366665047612,0.4665815282602325,6,6,6,6,6
77372,شخص حقیقی,قشرین,,,,,,3,3,3,3,3
77373,شخص حقیقی,قشرین,0.007270307675063231,0.0636634742182911,,,,4,4,3,3,3
79298,موسسه سازمان خیریه ب.و.د.دارالشفاموسی بن جعفر,قشرین,,,,,,1,1,1,0,0
79300,موسسه سازمان خیریه ب.و.د.دارالشفاموسی بن جعفر,قشرین,,,,,,1,1,1,0,0
79416,شرکت صنایع بسته بندی ارمغان گلبهار-سهامی خاص-,قشرین,0.020407756227102208,,,,,6,2,0,0,0
79418,شرکت صنایع بسته بندی ارمغان گلبهار-سهامی خاص-,قشرین,0.004020129686987506,0.18417407785144213,,,,5,4,0,0,0
79419,شرکت ارمغان آستارائی-سهامی خاص-,قشرین,,,,,,1,1,0,0,0
79420,شرکت ساینادوین شرق-سهامی خاص-,قشرین,,,,,,2,1,0,0,0
45383,شخص حقیقی,تکمبا,-0.012688007419164328,-0.09465230282049916,-0.104424256127672,0.18857582979424153,0.31059198211537836,47,47,47,47,44
50314,bfmصندوق سرمایه گذاری.ا.ب.آرمان اندیش,تکمبا,-0.016902132624871186,-0.010077291867845251,-0.08238094586508711,-0.1625350668327822,-0.16318443398004176,272,272,272,272,272
50764,آستان قدس رضوی-معاف ازمالیات-,تکمبا,0.08114480999481152,0.04658498042468055,-0.2602140238524665,-0.24119449454061065,-0.4544578720589973,10,10,10,10,10
70270,شخص حقیقی,تکمبا,,,,,,3,3,3,3,2
77497,bfmصندوق سرمایه گذاری.ا.بازارگردانی فخررضوی,تکمبا,0.03312011188379505,0.03288042667086979,0.1597279944320509,0.2596160880023975,,50,48,45,19,1
77501,bfmصندوق سرمایه گذاری.ا.بازارگردانی فخررضوی,تکمبا,0.021841394470954876,0.0398231159555601,0.20416651299771313,0.2238699422901832,,24,22,18,8,2
77502,bfmصندوق سرمایه گذاری.ا.بازارگردانی فخررضوی,تکمبا,0.03117626177916142,0.07973088481217212,0.19806044510142673,0.3054171788511505,,28,28,24,13,1
79094,سازمان آستان قدس رضوی,تکمبا,,,,,,1,1,1,0,0
79096,سازمان آستان قدس رضوی,تکمبا,,,,,,1,1,1,0,0
21869,شخص حقیقی,وآرین,0.008275036754576841,2.411548319619841e-05,0.19011244241472655,0.8462709159353876,0.6183584694655848,31,29,24,21,21
42228,شخص حقیقی,وآرین,0.06371947554828274,0.04121090958563715,-0.07571019003226234,-0.17073430261081746,-0.10468319037115598,163,162,156,130,121
46086,شرکت آتیه پگاه-سهامی خاص-,وآرین,-0.01922862605138471,-0.13779178313482066,-0.08331504658507521,-0.3383339809044095,-0.5586282098701784,15,15,15,15,15
51652,شرکت آی اف اس کیش-سهامی خاص-,وآرین,-0.0531142811110299,-0.07092246500090728,-0.26943700078964855,-0.37043512365423664,-0.6125989945892575,75,75,75,75,74
55155,bfmصندوق سرمایه گذاری.ا.ب.افتخارحافظ,وآرین,,,,,,1,1,1,1,1
77376,شرکت سرمایه گذاری کشاورزی آرتین هیواد-س.خ-,وآرین,,,,,,1,1,1,1,1
77380,شرکت سرمایه گذاری کشاورزی آرتین هیواد-س.خ-,وآرین,,,,,,1,1,1,1,1
77381,شرکت سرمایه گذاری کشاورزی آرتین هیواد-س.خ-,وآرین,,,,,,1,1,1,1,1
431,شرکت سرمایه گذاری اندیشه محوران-سهامی خاص-,کروی,-0.002172839554038833,0.06792468648525243,0.07076544368046736,-0.1546318570460668,-0.22965092821303726,92,92,92,92,92
456,شرکت سرمایه گذاری توسعه توکا-سهامی خاص-,کروی,0.029840375141594946,-0.07044607538798718,-0.20500179349918907,-0.30608410115178014,0.06213234115724808,11,11,11,11,11
465,شرکت سرمایه گذاری خوارزمی-سهامی عام-,کروی,0.0426452830577988,0.35750482850391385,0.12645175051750324,-0.7738977583031728,,4,4,4,4,0
515,شرکت سرمایه گذاری فرهنگیان-سهامی خاص-,کروی,,,,,,3,3,3,3,3
652,شرکت گسترش سرمایه گذاری تک تار-سهای خاص-,کروی,,,,,,3,3,3,2,1
7591,شرکت سرمایه گذاری تامین آتیه مسکن-سهامی خاص-,کروی,0.043877547604395016,0.029487582535052542,-0.34517050057101206,-0.8242551719610732,,25,23,15,8,0
21630,شرکت گروه توسعه مالی مهرآیندگان-سهامی عام-,کروی,-0.011179246869647691,-0.054718069448971146,-0.07820941400482112,0.2162827917111154,-0.12729636428875962,8,8,8,8,8
42530,شرکت مدیریت توسعه سرمایه گروه پتروشیمی ایرانی,کروی,0.03545931878095915,-0.1413071354223644,-0.2091260936455333,-0.2980872997932824,-0.35295746026166586,8,8,8,8,8
42615,شرکت سرمایه گذاری مدبران اقتصاد-سهامی خاص-,کروی,-0.027463441825779845,-0.19126331617101583,-0.13014531928390569,-0.18159870672650888,-0.1551261492543118,5,5,5,5,5
77882,شرکت سرمایه گذاری آینده نگرالگوریتم-سهامی خاص,کروی,,,,,,1,1,0,0,0
78586,شرکت بازارتهاترارکان-سهامی خاص-,کروی,,,,,,1,0,0,0,0
78588,شرکت بازارتهاترارکان-سهامی خاص-,کروی,,,,,,1,0,0,0,0
20366,شرکت طاهرایران-سهامی خاص-,دلقما,,,,,,1,1,0,0,0
46966,bfmصندوق.س.ا.بازارگردانی سهم آشنایکم,دلقما,-0.005679398161850478,-0.05358569384790341,-0.07062250401883395,-0.02022683426775477,0.14339818573690077,126,120,117,109,83
51828,موسسه جامعه الامام الصادق علیه السلام,دلقما,0.007190226420131334,0.024070387091378532,-0.06047547790492958,-0.1269825116749751,,52,50,43,27,0
297,شرکت بیمه سامان-سهامی عام-,خکرمان,0.012193832928968881,0.08522402764559593,0.8376054160939117,0.3385603269346963,,9,9,9,9,0
493,شرکت سرمایه گذاری صنایع ایران-سهامی عام-,خکرمان,,,,,,3,3,3,3,3
1248,شخص حقیقی,خکرمان,,,,,,3,3,3,3,3
19690,شرکت گروه سرمایه گذاری کارکنان سایپا-سهامی خاص,خکرمان,,,,,,2,2,2,2,1
41836,صندوق سرمایه گذاری بانک گردشگری,خکرمان,,,,,,2,2,0,0,0
44580,شرکت سهامی بیمه ایران-سهامی خاص-,خکرمان,0.07944368336120355,0.2821598161049548,0.44914049054929633,-0.24833131822325794,-0.5345163979582384,6,6,6,6,6
50124,شرکت خودروسازان بم-سهامی خاص-,خکرمان,0.00697977659768697,-0.053284343295292094,-0.026940663654125594,0.03692307477248522,0.3238184525416117,26,26,26,26,26
50163,صندوق سرمایه گذاری ثروت آفرین تمدن,خکرمان,,,,,,1,1,1,1,1
50275,شرکت کرمان موتور-سهامی خاص-,خکرمان,0.021340156504416175,-0.06910487777408035,-0.030415596687248123,0.00988967480919152,0.12876993997666544,8,8,8,8,6
51169,صندوق سرمایه گذاری مشترک آسمان امید,خکرمان,,,,,,1,1,0,0,0
60500,bfmصندوق سرمایه گذاری.ا.بازارگردانی معیار,خکرمان,-0.005217324594878904,0.006455117805589131,0.12963084623450377,0.14698342590593508,0.37809864318082176,138,133,126,103,51
62539,صندوق سرمایه گذاری اعتمادداریک,خکرمان,,,,,,1,1,0,0,0
69637,شخص حقیقی,خکرمان,-0.006211690555756613,-0.02272458691309367,-0.025870218671518286,0.11133650548627935,0.47726442738123936,40,39,38,26,16
69729,bfmصندوق.س.ا.بازارگردانی تاک دانا,خکرمان,-0.008287003556583286,-0.0062028901179414335,0.08464251691712985,0.17039732821118667,0.5657851840181108,221,213,205,158,98
69773,شخص حقیقی,خکرمان,,,,,,2,2,2,2,2
69877,شرکت تولیدی داتیس ایرانیان-سهامی خاص-,خکرمان,-0.04985766614855702,-0.20594451356943755,-0.16360597549137387,-0.2746126313449604,-0.06066635885214955,4,4,4,4,4
70500,صندوق سرمایه گذاری ثبات ویستا,خکرمان,,,,,,1,1,0,0,0
70686,prxسبد-شرک66041--شرک30630-,خکرمان,,,,,,2,2,2,2,2
71238,bfmصندوق س.ا.ب الگوریتم سرآمدبازار,خکرمان,-0.013234895968247368,-0.002392656257918638,0.12661340588708192,,,16,8,6,0,0
78430,شخص حقیقی,خکرمان,,,,,,3,3,2,2,0
78432,شخص حقیقی,خکرمان,,,,,,1,1,0,0,0
78667,صندوق سرمایه گذاری دراوراق بهاداربادرآمدث سام,خکرمان,,,,,,1,1,0,0,0
78669,صندوق سرمایه گذاری دراوراق بهاداربادرآمدث سام,خکرمان,,,,,,1,1,0,0,0
527,شرکت سرمایه گذاری ملی ایران-سهامی عام-,وپخش,0.04893321520814173,0.024352749705765113,-0.1755925358259539,-0.1044687318502484,0.16989578802715938,105,105,105,105,81
21614,شرکت بیمه مرکزی جمهوری اسلامی ایران,وپخش,0.06263807300117685,0.09122007146522432,-0.11867771082512124,-0.16554363286347967,-0.13760501307523584,10,10,10,9,6
44580,شرکت سهامی بیمه ایران-سهامی خاص-,وپخش,0.017698932025688133,-0.20543981794878985,-0.13754797902918503,-0.13869107267331274,-0.09429080984954087,18,18,18,18,17
48269,شرکت سرمایه گذاری داروئی تامین-سهامی عام-,وپخش,,,,,,2,2,2,2,2
451,شرکت سرمایه گذاری تدبیرگران آتیه ایرانیان-سها,دپارس,0.055349754657833226,0.09424282584707186,-0.07496653411544385,-0.17375266694343386,-0.2958982280716178,5,5,5,5,5
771,موسسه صندوق بیمه اجتماعی روستائیان وعشایر,دپارس,,,,,,1,1,1,1,1
7470,شرکت سرمایه گذاری ارشک-سهامی عام-,دپارس,,,,,,1,1,1,1,0
42064,صندوق سرمایه گذاری مشترک امیدتوسعه,دپارس,,,,,,3,3,3,3,2
48269,شرکت سرمایه گذاری داروئی تامین-سهامی عام-,دپارس,,,,,,1,1,1,1,1
69787,شرکت گروه مالی شهر-سهامی عام-,دپارس,-0.0003326290131481548,0.018801624932698675,0.031305453712752715,0.04222215684219508,1.0246910274141916,24,24,24,24,21
42238,bfmصندوق.س.ا.بازارگردانی امیدلوتوس پارسیان,کساپا,-0.020771031321068684,-0.027600610645418546,-0.011347025423809404,0.08647032676842428,0.9467570180048831,76,76,76,76,76
50264,شرکت ایرانی تولیداتومبیل سایپا-سهامی عام-,کساپا,,,,,,3,3,3,3,0
69396,شخص حقیقی,کساپا,-0.03401813947530302,-0.16640341404488143,-0.33520890016629235,0.4839234937797436,2.773434128524188,8,8,8,8,8
70881,شخص حقیقی,کساپا,,,,,,1,1,1,1,1
20062,شرکت سرمایه گذاری اهداف-سهامی عام-,ومهان,0.03985321314030236,-0.035056739147977245,0.005097660153616901,-0.11806338200230143,-0.1960638155615384,19,18,18,18,15
21441,صندوق سرمایه گذاری لوتوس پارسیان,ومهان,,,,,,1,1,1,1,1
41983,صندوق سرمایه گذاری اعتمادآفرین پارسیان,ومهان,,,,,,1,1,1,1,1
43193,صندوق سرمایه گذاری اندوخته پایدارسپهر,ومهان,,,,,,1,1,1,1,1
51401,شرکت پتروشیمی جم-سهامی عام-,ومهان,,,,,,2,2,2,2,0
54972,شرکت سرمایه گذاری اهداف-سهامی عام-بخش6,ومهان,,,,,,1,1,1,1,1
54975,شرکت سرمایه گذاری اهداف-سهامی عام-بخش9,ومهان,,,,,,1,1,1,1,1
69282,صندوق سرمایه گذاری سپرسرمایه بیدار,ومهان,-0.06438059647157063,-0.14010870433047679,,,,4,4,2,2,0
69384,صندوق سرمایه گذاری افرانمادپایدار,ومهان,,,,,,2,2,2,2,0
